account_no,customer_name,dob,address,tax_id,txn_date,txn_id,txn_type,mode,amount,counterparty,transaction_memo
19487935036,John Sharma,1981-02-18,"216 Park Ave, Mumbai, MH, 400001",PAN9734A,2023-10-30,B9C0BEF0F587,CREDIT,NEFT,15152.05,Employer / Salary,Salary
77489880671,Amit Gupta,1989-08-04,"961 Park Ave, Bangalore, KA, 560001",PAN7985E,2023-10-30,BA187D06F77F,CREDIT,NEFT,25362.59,Employer / Salary,Salary
59993877563,Anjali Taylor,1961-10-20,"798 Main St, Delhi, DL, 110001",PAN9661B,2023-10-30,D78AC3D85241,DEBIT,POS,14373.03,Amazon,Shopping
46807880988,David Doe,1951-02-22,"330 Main St, Bangalore, KA, 560001",PAN5379B,2023-10-30,C5AE2583B33E,DEBIT,POS,2212.87,Amazon,Shopping
54789362237,Vikram Sharma,1994-01-15,"136 MG Road, Mumbai, MH, 400001",PAN5415C,2023-10-30,566FB11C64FF,CREDIT,NEFT,19365.97,Employer / Salary,Salary
81472727188,David Kumar,1975-10-26,"646 High St, Delhi, DL, 110001",PAN9295B,2023-10-30,7F1AF07ED65A,CREDIT,NEFT,10622.83,Employer / Salary,Salary
35483108722,John Singh,1961-10-28,"529 High St, Delhi, DL, 110001",PAN5734A,2023-10-30,81A5C8F9F0BB,CREDIT,NEFT,29393.78,Employer / Salary,Salary
23849431352,Sarah Taylor,1953-11-27,"464 High St, New York, NY, 10001",PAN7877B,2023-10-30,6D2F7C7A14D1,CREDIT,NEFT,4271.42,Employer / Salary,Salary
37120342693,Priya Singh,1978-04-11,"132 MG Road, London, UK, EC1A 1BB",PAN9121D,2023-10-30,80E4B581B2B8,DEBIT,POS,11634.99,Amazon,Shopping
66072419808,Amit Taylor,1958-06-08,"653 Park Ave, Bangalore, KA, 560001",PAN1176A,2023-10-30,44D2E90DF41C,DEBIT,POS,11990.86,Amazon,Shopping
93831496319,Priya Singh,1994-08-04,"559 Main St, London, UK, EC1A 1BB",PAN6436C,2023-10-30,38C6A5B89B36,DEBIT,POS,9626.64,Amazon,Shopping
98003483004,Vikram Brown,1984-10-24,"571 Park Ave, New York, NY, 10001",PAN1088D,2023-10-30,6662FAC3F889,DEBIT,POS,5929.1,Amazon,Shopping
65014010617,Karan Patel,1975-03-19,"134 MG Road, Bangalore, KA, 560001",PAN4209D,2023-10-30,7B8658DE594B,CREDIT,NEFT,17571.08,Employer / Salary,Salary
85792174432,Pooja Johnson,1984-10-21,"146 Main St, New York, NY, 10001",PAN4632D,2023-10-30,107996DE1D81,DEBIT,POS,14541.9,Amazon,Shopping
16804367297,Pooja Doe,1998-12-04,"889 High St, New York, NY, 10001",PAN2260E,2023-10-30,A510F023EE9F,CREDIT,NEFT,8294.28,Employer / Salary,Salary
16978135670,Sarah Johnson,1970-09-20,"81 Park Ave, New York, NY, 10001",PAN8594C,2023-10-30,2A7BA99EC4C6,DEBIT,POS,1516.18,Amazon,Shopping
14325166398,Priya Smith,1951-05-07,"341 High St, Bangalore, KA, 560001",PAN1416D,2023-10-30,9FEA0F95492A,CREDIT,NEFT,17981.54,Employer / Salary,Salary
26899345501,Sarah Verma,1975-06-16,"691 High St, London, UK, EC1A 1BB",PAN5595E,2023-10-30,C099987042C5,CREDIT,NEFT,23902.68,Employer / Salary,Salary
97030995635,Pooja Kumar,1961-05-15,"40 High St, Mumbai, MH, 400001",PAN6651D,2023-10-30,53A071DA6F35,CREDIT,NEFT,18859.44,Employer / Salary,Salary
84547616074,John Mehta,1976-11-20,"149 High St, New York, NY, 10001",PAN1582D,2023-10-31,E929E5D80BD4,DEBIT,POS,11745.63,Amazon,Shopping
15888736841,Rohan Gupta,1985-04-03,"186 MG Road, Delhi, DL, 110001",PAN9057E,2023-10-31,0FD2C0173D9C,CREDIT,NEFT,29135.3,Employer / Salary,Salary
72764946459,John Mehta,1962-07-09,"538 High St, Mumbai, MH, 400001",PAN2928E,2023-10-31,6728B467A716,DEBIT,POS,2003.45,Amazon,Shopping
69804455360,Rohan Taylor,1984-03-14,"248 High St, New York, NY, 10001",PAN5394D,2023-10-31,885E86B284CB,DEBIT,POS,5547.13,Amazon,Shopping
52920365658,Karan Brown,1975-12-23,"844 Park Ave, Bangalore, KA, 560001",PAN2694A,2023-10-31,97C2334DEE34,CREDIT,NEFT,31721.89,Employer / Salary,Salary
11860997897,Amit Singh,1993-11-16,"118 MG Road, London, UK, EC1A 1BB",PAN1977D,2023-10-31,7D6D5362C3B4,CREDIT,NEFT,12166.43,Employer / Salary,Salary
15423350995,Sneha Sharma,1975-03-13,"788 High St, Delhi, DL, 110001",PAN4344B,2023-10-31,DAF2F7DDF7DA,DEBIT,POS,14194.34,Amazon,Shopping
20994992968,Pooja Taylor,1976-11-28,"103 High St, New York, NY, 10001",PAN9782C,2023-10-31,723AB9928178,CREDIT,NEFT,1669.72,Employer / Salary,Salary
23750367692,John Mehta,1962-11-28,"409 Main St, Bangalore, KA, 560001",PAN3892C,2023-10-31,515437FF1278,DEBIT,POS,13317.7,Amazon,Shopping
78098709516,Pooja Taylor,1956-11-09,"926 Park Ave, Bangalore, KA, 560001",PAN1092A,2023-10-31,1A335C75D788,CREDIT,NEFT,18923.93,Employer / Salary,Salary
13657793309,Rohan Smith,1992-04-09,"585 MG Road, Mumbai, MH, 400001",PAN7405A,2023-10-31,609751D8954C,DEBIT,POS,693.13,Amazon,Shopping
37120342693,Priya Singh,1978-04-11,"132 MG Road, London, UK, EC1A 1BB",PAN9121D,2023-10-31,F3CFF07A3084,CREDIT,NEFT,24450.83,Employer / Salary,Salary
67611548402,David Gupta,1994-01-26,"700 MG Road, London, UK, EC1A 1BB",PAN5908B,2023-10-31,90BA6D55E217,DEBIT,POS,14298.57,Amazon,Shopping
15888736841,Rohan Gupta,1985-04-03,"186 MG Road, Delhi, DL, 110001",PAN9057E,2023-10-31,049AAF549748,DEBIT,POS,7600.11,Amazon,Shopping
77489880671,Amit Gupta,1989-08-04,"961 Park Ave, Bangalore, KA, 560001",PAN7985E,2023-10-31,8B42D5C0B189,CREDIT,NEFT,1501.55,Employer / Salary,Salary
52267998461,John Smith,1966-01-16,"456 MG Road, New York, NY, 10001",PAN2705E,2023-10-31,99525766E211,CREDIT,NEFT,7104.93,Employer / Salary,Salary
80052658840,John Patel,1962-04-09,"119 MG Road, London, UK, EC1A 1BB",PAN1711C,2023-10-31,C85A604A1959,CREDIT,NEFT,1654.95,Employer / Salary,Salary
26899345501,Sarah Verma,1975-06-16,"691 High St, London, UK, EC1A 1BB",PAN5595E,2023-10-31,FAF9279D1C67,CREDIT,NEFT,8837.71,Employer / Salary,Salary
81172125330,Rohan Verma,1958-09-05,"425 Park Ave, Bangalore, KA, 560001",PAN8394D,2023-10-31,0ADCADB62682,CREDIT,NEFT,5336.84,Employer / Salary,Salary
13657793309,Rohan Smith,1992-04-09,"585 MG Road, Mumbai, MH, 400001",PAN7405A,2023-10-31,AD7C7F5121E7,DEBIT,POS,8411.66,Amazon,Shopping
61589809483,Rahul Gupta,1952-04-05,"499 Main St, Delhi, DL, 110001",PAN8328E,2023-10-31,7262D75DE9AC,DEBIT,POS,1283.82,Amazon,Shopping
38391968766,David Gupta,1959-02-12,"839 High St, New York, NY, 10001",PAN4368E,2023-11-01,7CEE5F8026ED,CREDIT,NEFT,6762.45,Employer / Salary,Salary
26046654712,Vikram Mehta,1979-01-12,"939 High St, Bangalore, KA, 560001",PAN7217D,2023-11-01,22EB79DC8712,DEBIT,POS,4866.0,Amazon,Shopping
50946235198,Vikram Verma,1978-02-20,"551 High St, Bangalore, KA, 560001",PAN3935A,2023-11-01,EF26B4267F06,DEBIT,POS,7704.32,Amazon,Shopping
14325166398,Priya Smith,1951-05-07,"341 High St, Bangalore, KA, 560001",PAN1416D,2023-11-01,E2040DE232E0,DEBIT,POS,2947.84,Amazon,Shopping
65014010617,Karan Patel,1975-03-19,"134 MG Road, Bangalore, KA, 560001",PAN4209D,2023-11-01,F04E30E559D7,CREDIT,NEFT,19006.14,Employer / Salary,Salary
86418769212,Karan Smith,1983-04-13,"841 MG Road, New York, NY, 10001",PAN7414E,2023-11-01,52FBE5CD4C76,CREDIT,NEFT,8747.61,Employer / Salary,Salary
65014010617,Karan Patel,1975-03-19,"134 MG Road, Bangalore, KA, 560001",PAN4209D,2023-11-01,E657FEF034B3,CREDIT,NEFT,14500.98,Employer / Salary,Salary
78098709516,Pooja Taylor,1956-11-09,"926 Park Ave, Bangalore, KA, 560001",PAN1092A,2023-11-01,F8345124295B,DEBIT,POS,5022.98,Amazon,Shopping
23077763372,Sneha Johnson,1967-04-10,"876 MG Road, Delhi, DL, 110001",PAN6792E,2023-11-01,40FC2D0CBA96,CREDIT,NEFT,20316.03,Employer / Salary,Salary
56847251402,Sneha Verma,1979-11-23,"441 Park Ave, Mumbai, MH, 400001",PAN1501B,2023-11-01,282969535582,DEBIT,POS,12775.32,Amazon,Shopping
12216942157,Sneha Smith,1998-01-26,"535 Main St, Delhi, DL, 110001",PAN3127A,2023-11-01,8A05AEC91160,DEBIT,POS,3624.08,Amazon,Shopping
77489880671,Amit Gupta,1989-08-04,"961 Park Ave, Bangalore, KA, 560001",PAN7985E,2023-11-01,507D62A4CD3E,CREDIT,NEFT,19929.83,Employer / Salary,Salary
38657767535,David Kumar,1986-10-10,"253 MG Road, Delhi, DL, 110001",PAN2032A,2023-11-01,5D74E07968D7,DEBIT,POS,2990.78,Amazon,Shopping
80330286380,David Jain,1991-03-23,"848 Main St, Delhi, DL, 110001",PAN5683C,2023-11-01,2600A7C3295D,CREDIT,NEFT,13229.71,Employer / Salary,Salary
55427318669,John Jain,1966-05-24,"373 MG Road, London, UK, EC1A 1BB",PAN4668A,2023-11-01,D1BDF8BAAC33,DEBIT,POS,14019.78,Amazon,Shopping
37089997609,Pooja Gupta,1987-12-01,"479 MG Road, Delhi, DL, 110001",PAN3886A,2023-11-01,A4E3EE22DC61,DEBIT,POS,2998.23,Amazon,Shopping
66072419808,Amit Taylor,1958-06-08,"653 Park Ave, Bangalore, KA, 560001",PAN1176A,2023-11-01,18B5FE234DAD,CREDIT,NEFT,27966.06,Employer / Salary,Salary
38657767535,David Kumar,1986-10-10,"253 MG Road, Delhi, DL, 110001",PAN2032A,2023-11-01,28B7740B4A78,CREDIT,NEFT,34928.5,Employer / Salary,Salary
70624341550,Rohan Verma,1969-05-17,"839 Park Ave, Delhi, DL, 110001",PAN3034D,2023-11-01,FAECCA7E1BEA,DEBIT,POS,2667.3,Amazon,Shopping
23878170594,Priya Doe,1961-05-15,"822 Main St, New York, NY, 10001",PAN7763E,2023-11-01,55DA9414FB4D,DEBIT,POS,2118.13,Amazon,Shopping
31179939410,Amit Patel,1974-08-15,"862 MG Road, London, UK, EC1A 1BB",PAN2395A,2023-11-01,F45DE6EF6E8D,DEBIT,POS,9888.94,Amazon,Shopping
77489880671,Amit Gupta,1989-08-04,"961 Park Ave, Bangalore, KA, 560001",PAN7985E,2023-11-01,7969DB15C7A2,CREDIT,NEFT,33098.35,Employer / Salary,Salary
46807880988,David Doe,1951-02-22,"330 Main St, Bangalore, KA, 560001",PAN5379B,2023-11-01,341224649BE8,CREDIT,NEFT,1677.6,Employer / Salary,Salary
88372399312,Anjali Brown,1971-11-28,"850 High St, Bangalore, KA, 560001",PAN4990D,2023-11-02,D1FF07258291,DEBIT,POS,475.59,Amazon,Shopping
84149855424,Sarah Doe,1953-08-27,"515 Park Ave, London, UK, EC1A 1BB",PAN7408B,2023-11-02,8FB73CEEBAE3,CREDIT,NEFT,24415.16,Employer / Salary,Salary
65923802905,Karan Kumar,1977-01-13,"52 Main St, Mumbai, MH, 400001",PAN7114B,2023-11-02,0C6652D02F56,DEBIT,POS,8385.24,Amazon,Shopping
39432607639,Vikram Johnson,1981-03-24,"127 MG Road, Delhi, DL, 110001",PAN8184B,2023-11-02,30D704E6978D,CREDIT,NEFT,10006.09,Employer / Salary,Salary
50234132436,David Singh,1984-07-19,"561 MG Road, New York, NY, 10001",PAN2179A,2023-11-02,1D14EACEF3C9,CREDIT,NEFT,34691.3,Employer / Salary,Salary
76810697063,Pooja Singh,1993-03-16,"593 MG Road, Mumbai, MH, 400001",PAN1734E,2023-11-02,E94F9EF235A0,DEBIT,POS,12006.1,Amazon,Shopping
15423350995,Sneha Sharma,1975-03-13,"788 High St, Delhi, DL, 110001",PAN4344B,2023-11-02,08528A54FCA7,DEBIT,POS,3344.5,Amazon,Shopping
10915709191,Sneha Sharma,1984-08-25,"151 MG Road, New York, NY, 10001",PAN9120C,2023-11-02,369AA70A06CE,CREDIT,NEFT,25563.95,Employer / Salary,Salary
39692996882,Karan Gupta,1976-06-08,"188 Park Ave, Bangalore, KA, 560001",PAN3965B,2023-11-02,E91987218BB3,DEBIT,POS,3188.72,Amazon,Shopping
93401732918,Karan Taylor,1992-03-25,"153 Park Ave, New York, NY, 10001",PAN2492A,2023-11-02,36AC0420BB35,CREDIT,NEFT,22181.03,Employer / Salary,Salary
49843457405,Rohan Sharma,1974-04-27,"231 Park Ave, Bangalore, KA, 560001",PAN6734B,2023-11-02,E70FF58424ED,DEBIT,POS,6075.01,Amazon,Shopping
15423350995,Sneha Sharma,1975-03-13,"788 High St, Delhi, DL, 110001",PAN4344B,2023-11-02,D13E2C85B718,DEBIT,POS,9531.0,Amazon,Shopping
74511864590,Emma Johnson,1950-08-20,"847 High St, Delhi, DL, 110001",PAN3558A,2023-11-02,EC0FCF1CE7E0,CREDIT,NEFT,10831.63,Employer / Salary,Salary
61589809483,Rahul Gupta,1952-04-05,"499 Main St, Delhi, DL, 110001",PAN8328E,2023-11-02,EC91CCFC3A0D,DEBIT,POS,7603.71,Amazon,Shopping
51408605578,David Johnson,1970-01-05,"579 Park Ave, Bangalore, KA, 560001",PAN4083E,2023-11-02,C5BAA165B9B8,CREDIT,NEFT,1934.12,Employer / Salary,Salary
23878170594,Priya Doe,1961-05-15,"822 Main St, New York, NY, 10001",PAN7763E,2023-11-02,CEB104C9ABB4,DEBIT,POS,7604.08,Amazon,Shopping
73458045960,Karan Gupta,1985-05-24,"996 High St, Mumbai, MH, 400001",PAN4247A,2023-11-02,D448AE1FE52E,DEBIT,POS,3306.96,Amazon,Shopping
76810697063,Pooja Singh,1993-03-16,"593 MG Road, Mumbai, MH, 400001",PAN1734E,2023-11-02,4B2C6B6DC109,DEBIT,POS,14928.02,Amazon,Shopping
15423350995,Sneha Sharma,1975-03-13,"788 High St, Delhi, DL, 110001",PAN4344B,2023-11-02,FEF01E735663,DEBIT,POS,12201.02,Amazon,Shopping
29917034761,David Kumar,1958-11-03,"386 High St, Delhi, DL, 110001",PAN7751C,2023-11-02,DB0B751958B8,CREDIT,NEFT,14855.77,Employer / Salary,Salary
38391968766,David Gupta,1959-02-12,"839 High St, New York, NY, 10001",PAN4368E,2023-11-02,071E38F853EF,DEBIT,POS,3391.11,Amazon,Shopping
26899345501,Sarah Verma,1975-06-16,"691 High St, London, UK, EC1A 1BB",PAN5595E,2023-11-02,DB288CFC36C1,DEBIT,POS,135.95,Amazon,Shopping
12598902645,Michael Verma,1979-02-05,"30 MG Road, Bangalore, KA, 560001",PAN7630A,2023-11-02,2AF47D7AAC97,DEBIT,POS,10579.12,Amazon,Shopping
94485698109,Karan Jain,1950-05-07,"76 Park Ave, Bangalore, KA, 560001",PAN1983E,2023-11-02,EAD3176D0364,DEBIT,BROKERAGE,1250000.0,INTERACTIVE BROKERS UK,"Purchase of 500,000 shares ISIN GB0031348658"
39432607639,Vikram Johnson,1981-03-24,"127 MG Road, Delhi, DL, 110001",PAN8184B,2023-11-02,D438E567818B,CREDIT,NEFT,10652.53,Employer / Salary,Salary
65530184501,Pooja Doe,1991-11-18,"104 Main St, New York, NY, 10001",PAN5117B,2023-11-02,CBA6272D18E4,CREDIT,NEFT,4423.96,Employer / Salary,Salary
20994992968,Pooja Taylor,1976-11-28,"103 High St, New York, NY, 10001",PAN9782C,2023-11-02,91A4D77B0C35,CREDIT,NEFT,22147.01,Employer / Salary,Salary
69774016847,Sneha Doe,1978-09-25,"317 Park Ave, Bangalore, KA, 560001",PAN8031B,2023-11-02,5B4AB6D242E8,CREDIT,NEFT,21688.28,Employer / Salary,Salary
76630989226,Rahul Johnson,1993-09-01,"744 Main St, Mumbai, MH, 400001",PAN9113C,2023-11-03,A08E0B3CCC78,CREDIT,NEFT,21778.24,Employer / Salary,Salary
45334322348,Karan Verma,1971-09-10,"984 High St, London, UK, EC1A 1BB",PAN7344B,2023-11-03,CE30AFD99E3B,CREDIT,NEFT,3062.99,Employer / Salary,Salary
81172125330,Rohan Verma,1958-09-05,"425 Park Ave, Bangalore, KA, 560001",PAN8394D,2023-11-03,6E361B9AB3FB,DEBIT,POS,6472.01,Amazon,Shopping
50234132436,David Singh,1984-07-19,"561 MG Road, New York, NY, 10001",PAN2179A,2023-11-03,ECA9EE2BDFAC,DEBIT,POS,8596.44,Amazon,Shopping
27074076211,Vikram Kumar,1973-04-11,"992 Park Ave, Delhi, DL, 110001",PAN5679A,2023-11-03,9362463CB046,CREDIT,NEFT,7484.17,Employer / Salary,Salary
54789362237,Vikram Sharma,1994-01-15,"136 MG Road, Mumbai, MH, 400001",PAN5415C,2023-11-03,3D514799BDDF,CREDIT,NEFT,15982.36,Employer / Salary,Salary
86418769212,Karan Smith,1983-04-13,"841 MG Road, New York, NY, 10001",PAN7414E,2023-11-03,11F584540D7F,DEBIT,POS,585.64,Amazon,Shopping
39432607639,Vikram Johnson,1981-03-24,"127 MG Road, Delhi, DL, 110001",PAN8184B,2023-11-03,09BCD66BF57A,DEBIT,POS,5026.62,Amazon,Shopping
74212078458,Vikram Patel,1980-01-20,"752 Main St, London, UK, EC1A 1BB",PAN6821D,2023-11-03,F353915315D0,DEBIT,POS,2617.05,Amazon,Shopping
72764946459,John Mehta,1962-07-09,"538 High St, Mumbai, MH, 400001",PAN2928E,2023-11-03,53B87B1A5E77,DEBIT,POS,6601.22,Amazon,Shopping
81472727188,David Kumar,1975-10-26,"646 High St, Delhi, DL, 110001",PAN9295B,2023-11-03,8E47A32DCD5F,CREDIT,NEFT,33015.07,Employer / Salary,Salary
23077763372,Sneha Johnson,1967-04-10,"876 MG Road, Delhi, DL, 110001",PAN6792E,2023-11-03,7F78AAC0E98F,CREDIT,NEFT,3341.15,Employer / Salary,Salary
15888736841,Rohan Gupta,1985-04-03,"186 MG Road, Delhi, DL, 110001",PAN9057E,2023-11-03,23D92D7A757A,DEBIT,POS,3170.93,Amazon,Shopping
47134623182,Karan Patel,1950-03-16,"721 MG Road, Bangalore, KA, 560001",PAN4234D,2023-11-03,B117A12DE0B6,DEBIT,POS,12466.04,Amazon,Shopping
46807880988,David Doe,1951-02-22,"330 Main St, Bangalore, KA, 560001",PAN5379B,2023-11-03,37DA8E1BDB92,DEBIT,POS,13229.36,Amazon,Shopping
23849431352,Sarah Taylor,1953-11-27,"464 High St, New York, NY, 10001",PAN7877B,2023-11-03,9CCF57B7D097,DEBIT,POS,14956.87,Amazon,Shopping
66664912329,Emma Kumar,1974-09-03,"342 MG Road, Delhi, DL, 110001",PAN9958B,2023-11-03,1C97798429D1,CREDIT,NEFT,1986.23,Employer / Salary,Salary
46103679233,Pooja Jain,1969-04-22,"916 Park Ave, London, UK, EC1A 1BB",PAN8087D,2023-11-04,3F686C681791,CREDIT,NEFT,5824.12,Employer / Salary,Salary
21215636661,Priya Gupta,1971-12-11,"507 Park Ave, Mumbai, MH, 400001",PAN7805D,2023-11-04,43DB5C7DAEC2,DEBIT,POS,13375.51,Amazon,Shopping
56072115380,John Sharma,1964-05-09,"935 Main St, Bangalore, KA, 560001",PAN1745B,2023-11-04,6452A9344C61,DEBIT,POS,8222.97,Amazon,Shopping
54789362237,Vikram Sharma,1994-01-15,"136 MG Road, Mumbai, MH, 400001",PAN5415C,2023-11-04,748058FE3344,CREDIT,NEFT,19461.82,Employer / Salary,Salary
89297439330,David Mehta,1965-09-23,"620 Main St, Mumbai, MH, 400001",PAN7508B,2023-11-04,C3729ECC24B9,CREDIT,NEFT,28393.35,Employer / Salary,Salary
77489880671,Amit Gupta,1989-08-04,"961 Park Ave, Bangalore, KA, 560001",PAN7985E,2023-11-04,C1D5D21DC031,CREDIT,NEFT,10134.09,Employer / Salary,Salary
93842987268,Karan Smith,1952-12-02,"318 Main St, New York, NY, 10001",PAN1776B,2023-11-04,5BEFAF3B15C7,CREDIT,NEFT,27371.44,Employer / Salary,Salary
18336101465,Emma Jain,1977-03-22,"18 Park Ave, London, UK, EC1A 1BB",PAN4876B,2023-11-04,87B63B579372,CREDIT,NEFT,7912.35,Employer / Salary,Salary
69804455360,Rohan Taylor,1984-03-14,"248 High St, New York, NY, 10001",PAN5394D,2023-11-04,1F008324B7C5,DEBIT,POS,7500.57,Amazon,Shopping
52267998461,John Smith,1966-01-16,"456 MG Road, New York, NY, 10001",PAN2705E,2023-11-04,3D055718AE83,DEBIT,POS,11088.43,Amazon,Shopping
39432607639,Vikram Johnson,1981-03-24,"127 MG Road, Delhi, DL, 110001",PAN8184B,2023-11-04,C6A26CF4438B,DEBIT,POS,1349.94,Amazon,Shopping
78606049757,Karan Mehta,1998-02-21,"306 High St, Mumbai, MH, 400001",PAN1332D,2023-11-04,60CC28714563,DEBIT,POS,14220.69,Amazon,Shopping
10757283255,Rahul Smith,1998-07-09,"289 MG Road, Delhi, DL, 110001",PAN8763C,2023-11-04,98674A93C821,CREDIT,NEFT,34986.82,Employer / Salary,Salary
35483108722,John Singh,1961-10-28,"529 High St, Delhi, DL, 110001",PAN5734A,2023-11-04,1C7043CD3355,CREDIT,NEFT,6980.58,Employer / Salary,Salary
66072419808,Amit Taylor,1958-06-08,"653 Park Ave, Bangalore, KA, 560001",PAN1176A,2023-11-04,0345A7F56B9E,DEBIT,POS,6692.25,Amazon,Shopping
93401732918,Karan Taylor,1992-03-25,"153 Park Ave, New York, NY, 10001",PAN2492A,2023-11-04,976D3BEB781D,DEBIT,POS,13281.82,Amazon,Shopping
17292873443,Rohan Sharma,1981-02-25,"153 High St, New York, NY, 10001",PAN6178D,2023-11-04,92AB6B5AFE72,DEBIT,POS,5611.04,Amazon,Shopping
15423350995,Sneha Sharma,1975-03-13,"788 High St, Delhi, DL, 110001",PAN4344B,2023-11-04,72633C2E2CD1,DEBIT,POS,8095.2,Amazon,Shopping
76810697063,Pooja Singh,1993-03-16,"593 MG Road, Mumbai, MH, 400001",PAN1734E,2023-11-04,CCBF0C4528A3,DEBIT,POS,4768.63,Amazon,Shopping
14325166398,Priya Smith,1951-05-07,"341 High St, Bangalore, KA, 560001",PAN1416D,2023-11-04,A1C5848B0AD1,DEBIT,POS,12129.66,Amazon,Shopping
23077763372,Sneha Johnson,1967-04-10,"876 MG Road, Delhi, DL, 110001",PAN6792E,2023-11-04,49A4F3D3A497,CREDIT,NEFT,15333.46,Employer / Salary,Salary
38391968766,David Gupta,1959-02-12,"839 High St, New York, NY, 10001",PAN4368E,2023-11-04,89ACDF8AD895,DEBIT,POS,13733.85,Amazon,Shopping
35483108722,John Singh,1961-10-28,"529 High St, Delhi, DL, 110001",PAN5734A,2023-11-04,C83D8A2982CF,DEBIT,POS,1993.51,Amazon,Shopping
49843457405,Rohan Sharma,1974-04-27,"231 Park Ave, Bangalore, KA, 560001",PAN6734B,2023-11-04,903CDD891DB6,DEBIT,POS,9710.97,Amazon,Shopping
23878170594,Priya Doe,1961-05-15,"822 Main St, New York, NY, 10001",PAN7763E,2023-11-04,705D05C46B03,CREDIT,NEFT,34791.95,Employer / Salary,Salary
14325166398,Priya Smith,1951-05-07,"341 High St, Bangalore, KA, 560001",PAN1416D,2023-11-05,D61EC2063D9B,CREDIT,NEFT,4105.0,Employer / Salary,Salary
59993877563,Anjali Taylor,1961-10-20,"798 Main St, Delhi, DL, 110001",PAN9661B,2023-11-05,561CA2CBAA24,CREDIT,NEFT,5018.99,Employer / Salary,Salary
21858846381,Pooja Taylor,1967-02-13,"903 High St, New York, NY, 10001",PAN9349A,2023-11-05,0E56CCC4E060,CREDIT,NEFT,3915.24,Employer / Salary,Salary
65923802905,Karan Kumar,1977-01-13,"52 Main St, Mumbai, MH, 400001",PAN7114B,2023-11-05,B36080FE91F8,CREDIT,NEFT,7833.91,Employer / Salary,Salary
75000099430,Pooja Gupta,1961-07-24,"467 MG Road, New York, NY, 10001",PAN2512C,2023-11-05,C4266070D408,CREDIT,NEFT,11335.94,Employer / Salary,Salary
94485698109,Karan Jain,1950-05-07,"76 Park Ave, Bangalore, KA, 560001",PAN1983E,2023-11-05,FD171D76C8CB,CREDIT,BROKERAGE,1850000.0,INTERACTIVE BROKERS UK,"Liquidation of 500,000 shares ISIN GB0031348658"
33233889749,Sarah Taylor,1960-09-15,"294 Park Ave, Delhi, DL, 110001",PAN6247D,2023-11-05,78B3E390D8C7,CREDIT,NEFT,5701.06,Employer / Salary,Salary
89208281088,Vikram Patel,1999-11-05,"13 High St, Mumbai, MH, 400001",PAN1478B,2023-11-05,DCF89C485A51,DEBIT,POS,7211.51,Amazon,Shopping
78098709516,Pooja Taylor,1956-11-09,"926 Park Ave, Bangalore, KA, 560001",PAN1092A,2023-11-05,B2948760E07D,CREDIT,NEFT,21386.51,Employer / Salary,Salary
74511864590,Emma Johnson,1950-08-20,"847 High St, Delhi, DL, 110001",PAN3558A,2023-11-05,7DD072C43783,CREDIT,NEFT,18750.48,Employer / Salary,Salary
30372053124,Karan Verma,1993-06-09,"843 Main St, London, UK, EC1A 1BB",PAN9418D,2023-11-05,308A895865F7,DEBIT,POS,12414.38,Amazon,Shopping
33233889749,Sarah Taylor,1960-09-15,"294 Park Ave, Delhi, DL, 110001",PAN6247D,2023-11-05,1053C8520CDE,CREDIT,NEFT,29704.64,Employer / Salary,Salary
76810697063,Pooja Singh,1993-03-16,"593 MG Road, Mumbai, MH, 400001",PAN1734E,2023-11-05,76A16E3FA5E9,DEBIT,POS,6980.56,Amazon,Shopping
69804455360,Rohan Taylor,1984-03-14,"248 High St, New York, NY, 10001",PAN5394D,2023-11-05,E2892DD08935,DEBIT,POS,4045.68,Amazon,Shopping
23077763372,Sneha Johnson,1967-04-10,"876 MG Road, Delhi, DL, 110001",PAN6792E,2023-11-05,D18F5F0CE00D,DEBIT,POS,8274.73,Amazon,Shopping
54281383264,David Gupta,1993-09-08,"364 Park Ave, New York, NY, 10001",PAN5423C,2023-11-05,B7F6A5EBECA2,DEBIT,POS,4749.28,Amazon,Shopping
68027852646,Rohan Mehta,1963-05-21,"416 Park Ave, Mumbai, MH, 400001",PAN7912D,2023-11-05,E1DF678DD4FF,DEBIT,POS,2312.77,Amazon,Shopping
31179939410,Amit Patel,1974-08-15,"862 MG Road, London, UK, EC1A 1BB",PAN2395A,2023-11-05,E63CA162E700,DEBIT,POS,291.65,Amazon,Shopping
60893495800,Neha Verma,1971-09-05,"373 Park Ave, Mumbai, MH, 400001",PAN2472E,2023-11-05,1A295DEF1585,CREDIT,NEFT,30647.09,Employer / Salary,Salary
49294722421,Sarah Kumar,1997-06-10,"650 Park Ave, Delhi, DL, 110001",PAN2473A,2023-11-05,9F9FC6E6939E,DEBIT,POS,13367.38,Amazon,Shopping
42035385933,Rahul Doe,1971-03-01,"877 MG Road, Bangalore, KA, 560001",PAN4352A,2023-11-05,33A9A31C58BC,CREDIT,NEFT,32917.51,Employer / Salary,Salary
38391968766,David Gupta,1959-02-12,"839 High St, New York, NY, 10001",PAN4368E,2023-11-05,F528DB68032D,DEBIT,POS,370.56,Amazon,Shopping
56072115380,John Sharma,1964-05-09,"935 Main St, Bangalore, KA, 560001",PAN1745B,2023-11-05,0B153F6C0131,CREDIT,NEFT,23145.55,Employer / Salary,Salary
